번호,게시판,날짜,제목,글자수,이미지수,결손이미지,태그,원문URL,MD파일
158,단상 (斷想 ),2025-01-23,문제는 실천력이다.,2202,0,0,,https://blog.naver.com/pillion21/223735934624,아카이브/04_단상 (斷想 )/2025-01-23_문제는 실천력이다.md
159,단상 (斷想 ),2025-02-09,답을 드리기에 앞서 1.,3512,2,0,,https://blog.naver.com/pillion21/223754079703,아카이브/04_단상 (斷想 )/2025-02-09_답을 드리기에 앞서 1.md
160,단상 (斷想 ),2025-02-12,답을 드리기에 앞서 2.,3670,3,0,,https://blog.naver.com/pillion21/223758139716,아카이브/04_단상 (斷想 )/2025-02-12_답을 드리기에 앞서 2.md
161,단상 (斷想 ),2025-02-17,좋은 인연. 그리고 아들.,3322,5,0,,https://blog.naver.com/pillion21/223763364232,아카이브/04_단상 (斷想 )/2025-02-17_좋은 인연. 그리고 아들.md
162,단상 (斷想 ),2025-03-04,1.,7370,10,0,,https://blog.naver.com/pillion21/223783733326,아카이브/04_단상 (斷想 )/2025-03-04_1.md
163,단상 (斷想 ),2025-03-05,2.,5809,9,1,,https://blog.naver.com/pillion21/223784971963,아카이브/04_단상 (斷想 )/2025-03-05_2.md
164,단상 (斷想 ),2025-03-06,3.,7181,10,0,,https://blog.naver.com/pillion21/223785980255,아카이브/04_단상 (斷想 )/2025-03-06_3.md
165,단상 (斷想 ),2025-03-07,4,2578,6,0,,https://blog.naver.com/pillion21/223787959005,아카이브/04_단상 (斷想 )/2025-03-07_4.md
166,단상 (斷想 ),2025-03-09,5.,6458,11,1,,https://blog.naver.com/pillion21/223789517503,아카이브/04_단상 (斷想 )/2025-03-09_5.md
167,단상 (斷想 ),2025-03-13,답을 마치면서.,3011,2,1,,https://blog.naver.com/pillion21/223794667143,아카이브/04_단상 (斷想 )/2025-03-13_답을 마치면서.md
168,단상 (斷想 ),2025-03-29,투자는 자신을 알아 가는 과정.,2398,14,0,,https://blog.naver.com/pillion21/223813876784,아카이브/04_단상 (斷想 )/2025-03-29_투자는 자신을 알아 가는 과정.md
169,단상 (斷想 ),2025-04-01,확신의 정도.,2304,4,0,,https://blog.naver.com/pillion21/223817151119,아카이브/04_단상 (斷想 )/2025-04-01_확신의 정도.md
170,단상 (斷想 ),2025-04-05,하던걸 하자.,699,1,0,,https://blog.naver.com/pillion21/223823197596,아카이브/04_단상 (斷想 )/2025-04-05_하던걸 하자.md
171,단상 (斷想 ),2025-05-03,이게 답은 아니겠지만..,2646,1,0,,https://blog.naver.com/pillion21/223854128597,아카이브/04_단상 (斷想 )/2025-05-03_이게 답은 아니겠지만.md
172,단상 (斷想 ),2025-05-05,댓글이 준 선물.,2364,1,0,,https://blog.naver.com/pillion21/223856203565,아카이브/04_단상 (斷想 )/2025-05-05_댓글이 준 선물.md
173,단상 (斷想 ),2025-05-23,같은 듯 다른.,4887,7,0,,https://blog.naver.com/pillion21/223874721726,아카이브/04_단상 (斷想 )/2025-05-23_같은 듯 다른.md
174,단상 (斷想 ),2025-06-23,알 수 없는 인간.,1796,0,0,,https://blog.naver.com/pillion21/223908447085,아카이브/04_단상 (斷想 )/2025-06-23_알 수 없는 인간.md
175,단상 (斷想 ),2025-07-12,태도가 9할.,954,0,0,,https://blog.naver.com/pillion21/223930912084,아카이브/04_단상 (斷想 )/2025-07-12_태도가 9할.md
176,단상 (斷想 ),2025-07-20,파생시장은..,2227,1,0,,https://blog.naver.com/pillion21/223940659035,아카이브/04_단상 (斷想 )/2025-07-20_파생시장은.md
177,단상 (斷想 ),2025-07-26,후생가외라더니..,4205,2,0,,https://blog.naver.com/pillion21/223947548993,아카이브/04_단상 (斷想 )/2025-07-26_후생가외라더니.md
178,단상 (斷想 ),2025-07-28,한마디만 더.,3385,1,0,,https://blog.naver.com/pillion21/223950308751,아카이브/04_단상 (斷想 )/2025-07-28_한마디만 더.md
179,단상 (斷想 ),2025-08-01,이게 맞다고 생각해?,2363,1,0,,https://blog.naver.com/pillion21/223955448156,아카이브/04_단상 (斷想 )/2025-08-01_이게 맞다고 생각해_.md
180,단상 (斷想 ),2025-08-10,순수한 영혼에게.,3681,3,0,,https://blog.naver.com/pillion21/223965682061,아카이브/04_단상 (斷想 )/2025-08-10_순수한 영혼에게.md
181,단상 (斷想 ),2025-08-16,답이 없다면서.. 왜?,2928,3,0,,https://blog.naver.com/pillion21/223972166355,아카이브/04_단상 (斷想 )/2025-08-16_답이 없다면서.. 왜_.md
182,단상 (斷想 ),2025-08-20,진짜 헛웃음 나와서..,926,0,0,,https://blog.naver.com/pillion21/223977019362,아카이브/04_단상 (斷想 )/2025-08-20_진짜 헛웃음 나와서.md
183,단상 (斷想 ),2025-08-24,내년에는 여름을 좋아해 볼까?,2212,1,0,,https://blog.naver.com/pillion21/223981269018,아카이브/04_단상 (斷想 )/2025-08-24_내년에는 여름을 좋아해 볼까_.md
184,단상 (斷想 ),2025-09-06,다채로운 세상.,2310,4,0,,https://blog.naver.com/pillion21/223997427011,아카이브/04_단상 (斷想 )/2025-09-06_다채로운 세상.md
185,단상 (斷想 ),2025-09-07,20명. 500명. 그걸 누가 알겠어..?,1301,2,0,,https://blog.naver.com/pillion21/223998915501,아카이브/04_단상 (斷想 )/2025-09-07_20명. 500명. 그걸 누가 알겠어.._.md
186,단상 (斷想 ),2025-09-10,즐거웠지만..,3352,7,0,,https://blog.naver.com/pillion21/224002460633,아카이브/04_단상 (斷想 )/2025-09-10_즐거웠지만.md
187,단상 (斷想 ),2025-09-13,이게 1년전이라니..,3068,1,0,,https://blog.naver.com/pillion21/224006353634,아카이브/04_단상 (斷想 )/2025-09-13_이게 1년전이라니.md
188,단상 (斷想 ),2025-09-18,그게 시작이었다.,2792,3,0,,https://blog.naver.com/pillion21/224012545762,아카이브/04_단상 (斷想 )/2025-09-18_그게 시작이었다.md
189,단상 (斷想 ),2025-09-27,투자가 불로소득이라고?,1534,0,0,,https://blog.naver.com/pillion21/224023403813,아카이브/04_단상 (斷想 )/2025-09-27_투자가 불로소득이라고_.md
190,단상 (斷想 ),2025-10-03,"실패의 시간을, 준비의 과정으로..",2168,3,0,,https://blog.naver.com/pillion21/224030882918,"아카이브/04_단상 (斷想 )/2025-10-03_실패의 시간을, 준비의 과정으로.md"
191,단상 (斷想 ),2025-10-08,강연 참석자 분들께 질문.,594,0,0,,https://blog.naver.com/pillion21/224035080855,아카이브/04_단상 (斷想 )/2025-10-08_강연 참석자 분들께 질문.md
192,단상 (斷想 ),2025-10-12,번거롭게 해 드렸습니다.,1180,0,0,,https://blog.naver.com/pillion21/224038810859,아카이브/04_단상 (斷想 )/2025-10-12_번거롭게 해 드렸습니다.md
193,단상 (斷想 ),2025-10-12,길을 아는것과 걷는것의 차이.,3335,1,0,,https://blog.naver.com/pillion21/224038264103,아카이브/04_단상 (斷想 )/2025-10-12_길을 아는것과 걷는것의 차이.md
194,단상 (斷想 ),2025-10-13,뜬구름 잡는 이야기.,765,0,0,,https://blog.naver.com/pillion21/224039714909,아카이브/04_단상 (斷想 )/2025-10-13_뜬구름 잡는 이야기.md
195,단상 (斷想 ),2025-10-18,포즈랑의 투자 이야기.,3310,4,0,,https://blog.naver.com/pillion21/224045266456,아카이브/04_단상 (斷想 )/2025-10-18_포즈랑의 투자 이야기.md
196,단상 (斷想 ),2025-11-10,11월 29일 강연안내. 그리고..,2269,1,0,,https://blog.naver.com/pillion21/224070729038,아카이브/04_단상 (斷想 )/2025-11-10_11월 29일 강연안내. 그리고.md
197,단상 (斷想 ),2025-11-12,인생을 모르지만..,1892,1,0,,https://blog.naver.com/pillion21/224073122850,아카이브/04_단상 (斷想 )/2025-11-12_인생을 모르지만.md
198,단상 (斷想 ),2025-11-13,버블일까?.,1947,0,0,,https://blog.naver.com/pillion21/224074266823,아카이브/04_단상 (斷想 )/2025-11-13_버블일까_.md
199,단상 (斷想 ),2025-11-15,확률투자 / 확신투자.,2630,2,0,,https://blog.naver.com/pillion21/224076605849,아카이브/04_단상 (斷想 )/2025-11-15_확률투자 _ 확신투자.md
200,단상 (斷想 ),2025-11-18,힘들었던 며칠.,1604,1,0,,https://blog.naver.com/pillion21/224079713426,아카이브/04_단상 (斷想 )/2025-11-18_힘들었던 며칠.md
201,단상 (斷想 ),2025-11-22,돈을 무심히 보는 힘.,1808,2,0,,https://blog.naver.com/pillion21/224084259350,아카이브/04_단상 (斷想 )/2025-11-22_돈을 무심히 보는 힘.md
202,단상 (斷想 ),2025-11-24,지나간 한 페이지.,3218,0,0,,https://blog.naver.com/pillion21/224086716616,아카이브/04_단상 (斷想 )/2025-11-24_지나간 한 페이지.md
203,단상 (斷想 ),2025-11-25,그냥 그렇다는 거다.,1057,3,0,,https://blog.naver.com/pillion21/224087710463,아카이브/04_단상 (斷想 )/2025-11-25_그냥 그렇다는 거다.md
204,단상 (斷想 ),2025-11-27,내길을 내 리듬으로.,1636,0,0,,https://blog.naver.com/pillion21/224089597336,아카이브/04_단상 (斷想 )/2025-11-27_내길을 내 리듬으로.md
205,단상 (斷想 ),2025-11-28,그게 전부다.,1672,1,0,,https://blog.naver.com/pillion21/224090876785,아카이브/04_단상 (斷想 )/2025-11-28_그게 전부다.md
206,단상 (斷想 ),2025-11-30,"기억에 남을 금, 토요일.",2601,0,0,,https://blog.naver.com/pillion21/224093402115,"아카이브/04_단상 (斷想 )/2025-11-30_기억에 남을 금, 토요일.md"
207,단상 (斷想 ),2025-12-02,"확신보다 더 어려운 건, 유연함이다.",1941,1,0,,https://blog.naver.com/pillion21/224095606956,"아카이브/04_단상 (斷想 )/2025-12-02_확신보다 더 어려운 건, 유연함이다.md"
208,단상 (斷想 ),2025-12-04,기운이라는게 있을까?,3913,2,0,,https://blog.naver.com/pillion21/224097828174,아카이브/04_단상 (斷想 )/2025-12-04_기운이라는게 있을까_.md
209,단상 (斷想 ),2025-12-06,패(敗)를 대하는 자세 1.,1745,1,0,,https://blog.naver.com/pillion21/224100591941,아카이브/04_단상 (斷想 )/2025-12-06_패(敗)를 대하는 자세 1.md
210,단상 (斷想 ),2025-12-08,돈을 대하는 상식.,2032,2,0,,https://blog.naver.com/pillion21/224102770775,아카이브/04_단상 (斷想 )/2025-12-08_돈을 대하는 상식.md
211,단상 (斷想 ),2025-12-10,확신과 기대.,2205,3,0,,https://blog.naver.com/pillion21/224104902274,아카이브/04_단상 (斷想 )/2025-12-10_확신과 기대.md
212,단상 (斷想 ),2025-12-13,"시장은 익숙한데, 인생은 낯설다.",2365,0,0,,https://blog.naver.com/pillion21/224108067265,"아카이브/04_단상 (斷想 )/2025-12-13_시장은 익숙한데, 인생은 낯설다.md"
213,단상 (斷想 ),2025-12-17,패를 대하는 자세 2.,5793,5,1,,https://blog.naver.com/pillion21/224112654418,아카이브/04_단상 (斷想 )/2025-12-17_패를 대하는 자세 2.md
214,단상 (斷想 ),2025-12-19,이제는 상상력의 싸움.,1522,2,0,,https://blog.naver.com/pillion21/224115527839,아카이브/04_단상 (斷想 )/2025-12-19_이제는 상상력의 싸움.md
215,단상 (斷想 ),2025-12-21,목계 (木鷄) 1.,4082,1,0,,https://blog.naver.com/pillion21/224117202768,아카이브/04_단상 (斷想 )/2025-12-21_목계 (木鷄) 1.md
216,단상 (斷想 ),2025-12-23,목계 (木鷄) 2.,3442,1,0,,https://blog.naver.com/pillion21/224119560748,아카이브/04_단상 (斷想 )/2025-12-23_목계 (木鷄) 2.md
217,단상 (斷想 ),2025-12-25,목계(木鷄) 3.,3601,2,0,,https://blog.naver.com/pillion21/224122151337,아카이브/04_단상 (斷想 )/2025-12-25_목계(木鷄) 3.md
218,단상 (斷想 ),2025-12-27,목계(木鷄) 4.,1940,3,0,,https://blog.naver.com/pillion21/224124327141,아카이브/04_단상 (斷想 )/2025-12-27_목계(木鷄) 4.md
219,단상 (斷想 ),2025-12-28,목계(木鷄) 5.,1080,2,0,,https://blog.naver.com/pillion21/224125171268,아카이브/04_단상 (斷想 )/2025-12-28_목계(木鷄) 5.md
220,단상 (斷想 ),2025-12-29,뒷이야기.,5077,0,0,,https://blog.naver.com/pillion21/224126418000,아카이브/04_단상 (斷想 )/2025-12-29_뒷이야기.md
221,단상 (斷想 ),2025-12-31,2025.12.31 그리고 끝.,1378,0,0,,https://blog.naver.com/pillion21/224128928285,아카이브/04_단상 (斷想 )/2025-12-31_2025.12.31 그리고 끝.md
222,후배들에게,2022-12-31,질문.,1701,12,0,,https://blog.naver.com/pillion21/222970918860,아카이브/05_후배들에게/2022-12-31_질문.md
223,후배들에게,2023-01-01,네 수준을 정확하게 알고...,1030,0,0,,https://blog.naver.com/pillion21/222972121391,아카이브/05_후배들에게/2023-01-01_네 수준을 정확하게 알고.md
224,후배들에게,2023-01-04,대화 3.,992,1,0,,https://blog.naver.com/pillion21/222975002442,아카이브/05_후배들에게/2023-01-04_대화 3.md
225,후배들에게,2023-01-04,대화2,600,1,0,,https://blog.naver.com/pillion21/222974560901,아카이브/05_후배들에게/2023-01-04_대화2.md
226,후배들에게,2023-01-04,대화 1.,690,1,0,,https://blog.naver.com/pillion21/222974514282,아카이브/05_후배들에게/2023-01-04_대화 1.md
227,후배들에게,2023-01-12,네게 맞는 방식을 서둘지 말고 찾아라,4991,4,0,,https://blog.naver.com/pillion21/222982317290,아카이브/05_후배들에게/2023-01-12_네게 맞는 방식을 서둘지 말고 찾아라.md
228,후배들에게,2023-01-19,대화 4,3259,7,0,,https://blog.naver.com/pillion21/222988818188,아카이브/05_후배들에게/2023-01-19_대화 4.md
229,후배들에게,2023-01-26,영혼을 갈아 넣어라.,3150,1,0,,https://blog.naver.com/pillion21/222995099327,아카이브/05_후배들에게/2023-01-26_영혼을 갈아 넣어라.md
230,후배들에게,2023-02-02,매몰 비용의 오류,2971,0,0,,https://blog.naver.com/pillion21/223003139150,아카이브/05_후배들에게/2023-02-02_매몰 비용의 오류.md
231,후배들에게,2023-02-07,열명..,2520,3,0,,https://blog.naver.com/pillion21/223008176144,아카이브/05_후배들에게/2023-02-07_열명.md
232,후배들에게,2023-02-08,그림 한장.,369,1,0,,https://blog.naver.com/pillion21/223009555753,아카이브/05_후배들에게/2023-02-08_그림 한장.md
233,후배들에게,2023-02-10,잡담,3253,1,0,,https://blog.naver.com/pillion21/223011357315,아카이브/05_후배들에게/2023-02-10_잡담.md
234,후배들에게,2023-02-12,게임의 본질 1.,4010,0,0,,https://blog.naver.com/pillion21/223013208265,아카이브/05_후배들에게/2023-02-12_게임의 본질 1.md
235,후배들에게,2023-02-15,게임의 본질 2.,4301,1,0,,https://blog.naver.com/pillion21/223016400919,아카이브/05_후배들에게/2023-02-15_게임의 본질 2.md
236,후배들에게,2023-02-18,음악 한곡.,601,0,0,,https://blog.naver.com/pillion21/223020258361,아카이브/05_후배들에게/2023-02-18_음악 한곡.md
237,후배들에게,2023-02-20,잡담 2.,3328,0,0,,https://blog.naver.com/pillion21/223021596388,아카이브/05_후배들에게/2023-02-20_잡담 2.md
238,후배들에게,2023-02-23,개인투자자의 모습.,5857,2,0,,https://blog.naver.com/pillion21/223025471397,아카이브/05_후배들에게/2023-02-23_개인투자자의 모습.md
239,후배들에게,2023-02-28,투자의 동의어는 Risk.,5109,0,0,,https://blog.naver.com/pillion21/223030140266,아카이브/05_후배들에게/2023-02-28_투자의 동의어는 Risk.md
240,후배들에게,2023-03-02,잡담 3,3212,1,0,,https://blog.naver.com/pillion21/223032557691,아카이브/05_후배들에게/2023-03-02_잡담 3.md
241,후배들에게,2023-03-07,트레이더를 꿈꾸는 분들께 1.,3693,3,0,,https://blog.naver.com/pillion21/223037224845,아카이브/05_후배들에게/2023-03-07_트레이더를 꿈꾸는 분들께 1.md
242,후배들에게,2023-03-08,트레이더를 꿈꾸는 분들께 2.,2155,0,0,,https://blog.naver.com/pillion21/223038137794,아카이브/05_후배들에게/2023-03-08_트레이더를 꿈꾸는 분들께 2.md
243,후배들에게,2023-03-10,끝,4569,0,0,,https://blog.naver.com/pillion21/223040543072,아카이브/05_후배들에게/2023-03-10_끝.md
244,후배들에게,2023-04-09,덧붙이는 글.,8592,0,0,,https://blog.naver.com/pillion21/223069257059,아카이브/05_후배들에게/2023-04-09_덧붙이는 글.md
245,all in,2020-12-19,시작,2592,0,0,,https://blog.naver.com/pillion21/222178537747,아카이브/06_all in/2020-12-19_시작.md
246,all in,2020-12-26,10 년동안의 꿈,2353,0,0,,https://blog.naver.com/pillion21/222185738266,아카이브/06_all in/2020-12-26_10 년동안의 꿈.md
247,all in,2020-12-27,도박이라고?,1895,0,0,,https://blog.naver.com/pillion21/222186908005,아카이브/06_all in/2020-12-27_도박이라고_.md
248,all in,2020-12-28,한권의 책을 추천하라면?,1858,0,0,,https://blog.naver.com/pillion21/222187631327,아카이브/06_all in/2020-12-28_한권의 책을 추천하라면_.md
249,all in,2021-01-01,수적석천(水滴石穿),1761,0,0,,https://blog.naver.com/pillion21/222192538823,아카이브/06_all in/2021-01-01_수적석천(水滴石穿).md
250,all in,2021-01-05,거래의 핵심 첫번째,698,0,0,,https://blog.naver.com/pillion21/222197606261,아카이브/06_all in/2021-01-05_거래의 핵심 첫번째.md
251,all in,2021-01-07,코스피 3000p ...,1813,0,0,,https://blog.naver.com/pillion21/222199960906,아카이브/06_all in/2021-01-07_코스피 3000p.md
252,all in,2021-01-15,어느쪽을 볼것인가?,1507,1,0,,https://blog.naver.com/pillion21/222208084054,아카이브/06_all in/2021-01-15_어느쪽을 볼것인가_.md
253,all in,2021-01-22,공포라는 감정..,2797,1,0,,https://blog.naver.com/pillion21/222216384826,아카이브/06_all in/2021-01-22_공포라는 감정.md
254,all in,2021-01-26,공포라는 감정 2,2774,1,0,,https://blog.naver.com/pillion21/222220638000,아카이브/06_all in/2021-01-26_공포라는 감정 2.md
255,all in,2021-02-03,Insight..  통찰력.. 혜안..,2338,0,0,,https://blog.naver.com/pillion21/222230420149,아카이브/06_all in/2021-02-03_Insight.. 통찰력.. 혜안.md
256,all in,2021-02-17,공포라는 감정 3.,3105,1,0,,https://blog.naver.com/pillion21/222247100839,아카이브/06_all in/2021-02-17_공포라는 감정 3.md
257,all in,2021-02-21,Comparison is the thief of joy !,1602,0,0,,https://blog.naver.com/pillion21/222250971295,아카이브/06_all in/2021-02-21_Comparison is the thief of joy !.md
258,all in,2021-02-25,이웃 블로그에서..,1051,1,0,,https://blog.naver.com/pillion21/222256634949,아카이브/06_all in/2021-02-25_이웃 블로그에서.md
259,all in,2021-03-04,이 한장의 그림,43,1,0,,https://blog.naver.com/pillion21/222264529723,아카이브/06_all in/2021-03-04_이 한장의 그림.md
260,all in,2021-03-06,이 한장의 사진,132,1,0,,https://blog.naver.com/pillion21/222266209769,아카이브/06_all in/2021-03-06_이 한장의 사진.md
261,all in,2021-03-06,전업 투자자가 꿈이라고?,2071,1,0,,https://blog.naver.com/pillion21/222266184356,아카이브/06_all in/2021-03-06_전업 투자자가 꿈이라고_.md
262,all in,2021-03-08,결...,1323,1,0,,https://blog.naver.com/pillion21/222268367150,아카이브/06_all in/2021-03-08_결.md
263,all in,2021-03-12,그림의 의미..,2000,1,0,,https://blog.naver.com/pillion21/222273184856,아카이브/06_all in/2021-03-12_그림의 의미.md
264,all in,2021-03-14,시스템 트레이딩에 대한 단상 1.,2102,1,0,,https://blog.naver.com/pillion21/222274868587,아카이브/06_all in/2021-03-14_시스템 트레이딩에 대한 단상 1.md
265,all in,2021-03-16,[공유] 돈을 이기는 법 - 거래 이야기,1494,1,0,,https://blog.naver.com/pillion21/222276953817,아카이브/06_all in/2021-03-16_[공유] 돈을 이기는 법 - 거래 이야기.md
266,all in,2021-03-22,운은 승부를 결정짓지 못한다.,781,0,0,,https://blog.naver.com/pillion21/222284135280,아카이브/06_all in/2021-03-22_운은 승부를 결정짓지 못한다.md
267,all in,2021-03-23,시스템 트레이딩에 대한 단상 2.,3028,3,0,,https://blog.naver.com/pillion21/222284946597,아카이브/06_all in/2021-03-23_시스템 트레이딩에 대한 단상 2.md
268,all in,2021-03-27,왕도는 없지만...,2901,0,0,,https://blog.naver.com/pillion21/222289538234,아카이브/06_all in/2021-03-27_왕도는 없지만.md
269,all in,2021-03-29,왕도는 없지만.. 2,2041,0,0,,https://blog.naver.com/pillion21/222291715196,아카이브/06_all in/2021-03-29_왕도는 없지만.. 2.md
270,all in,2021-03-30,투자의 성공 요인,729,0,0,,https://blog.naver.com/pillion21/222292175972,아카이브/06_all in/2021-03-30_투자의 성공 요인.md
271,all in,2021-04-01,거래의 핵심 두번째.,1850,0,0,,https://blog.naver.com/pillion21/222294569896,아카이브/06_all in/2021-04-01_거래의 핵심 두번째.md
272,all in,2021-04-04,진실,13,1,0,,https://blog.naver.com/pillion21/222298013272,아카이브/06_all in/2021-04-04_진실.md
273,all in,2021-04-06,주식시장에서 복리가 가능할까 1.,1746,0,0,,https://blog.naver.com/pillion21/222301084441,아카이브/06_all in/2021-04-06_주식시장에서 복리가 가능할까 1.md
274,all in,2021-04-12,신용은 꺼..,1726,0,0,,https://blog.naver.com/pillion21/222306874022,아카이브/06_all in/2021-04-12_신용은 꺼.md
275,all in,2021-04-14,주식시장에서 복리가 가능할까? 2,1721,0,0,,https://blog.naver.com/pillion21/222310148052,아카이브/06_all in/2021-04-14_주식시장에서 복리가 가능할까_ 2.md
276,all in,2021-04-17,주식시장에서 복리가 가능할까? 3,1963,0,0,,https://blog.naver.com/pillion21/222313407491,아카이브/06_all in/2021-04-17_주식시장에서 복리가 가능할까_ 3.md
277,all in,2021-04-23,주식시장에서 복리가 가능할까? 4.,2787,1,0,,https://blog.naver.com/pillion21/222320653872,아카이브/06_all in/2021-04-23_주식시장에서 복리가 가능할까_ 4.md
278,all in,2021-04-26,정답은 없지만 성공한 사람은 많다.,1696,0,0,,https://blog.naver.com/pillion21/222323161459,아카이브/06_all in/2021-04-26_정답은 없지만 성공한 사람은 많다.md
279,all in,2021-05-02,간절함...,1864,0,0,,https://blog.naver.com/pillion21/222332396822,아카이브/06_all in/2021-05-02_간절함.md
280,all in,2021-05-06,인내심..,2062,0,0,,https://blog.naver.com/pillion21/222339626674,아카이브/06_all in/2021-05-06_인내심.md
281,all in,2021-05-07,투자 vs 트레이딩..,2888,0,0,,https://blog.naver.com/pillion21/222342043145,아카이브/06_all in/2021-05-07_투자 vs 트레이딩.md
282,all in,2021-05-10,고수와 하수,1624,0,0,,https://blog.naver.com/pillion21/222344581658,아카이브/06_all in/2021-05-10_고수와 하수.md
283,all in,2021-05-19,경험의 무게 ?,2609,1,0,,https://blog.naver.com/pillion21/222356644628,아카이브/06_all in/2021-05-19_경험의 무게 _.md
284,all in,2021-05-23,자만하지 마라. 서둘지 마라. 망설이지 마라.,1605,0,0,,https://blog.naver.com/pillion21/222362759544,아카이브/06_all in/2021-05-23_자만하지 마라. 서둘지 마라. 망설이지 마라.md
285,all in,2021-05-30,과정의 중요성..,1032,0,0,,https://blog.naver.com/pillion21/222375444204,아카이브/06_all in/2021-05-30_과정의 중요성.md
286,all in,2021-06-02,여동생 부부,2023,1,0,,https://blog.naver.com/pillion21/222381597962,아카이브/06_all in/2021-06-02_여동생 부부.md
287,all in,2021-06-09,원칙 1,1149,0,0,,https://blog.naver.com/pillion21/222391599644,아카이브/06_all in/2021-06-09_원칙 1.md
288,all in,2021-06-10,원칙 2.,3138,3,0,,https://blog.naver.com/pillion21/222393101024,아카이브/06_all in/2021-06-10_원칙 2.md
289,all in,2021-06-14,Perfect is the enemy of good.,2103,0,0,,https://blog.naver.com/pillion21/222397253799,아카이브/06_all in/2021-06-14_Perfect is the enemy of good.md
290,all in,2021-06-24,근성..,2540,0,0,,https://blog.naver.com/pillion21/222408884960,아카이브/06_all in/2021-06-24_근성.md
291,all in,2021-06-28,포정해우(庖丁解牛),2682,0,0,,https://blog.naver.com/pillion21/222412539578,아카이브/06_all in/2021-06-28_포정해우(庖丁解牛).md
292,all in,2021-07-03,실패가 준 선물.,1440,0,0,,https://blog.naver.com/pillion21/222418925862,아카이브/06_all in/2021-07-03_실패가 준 선물.md
293,all in,2021-07-11,몰입,1780,0,0,,https://blog.naver.com/pillion21/222427474665,아카이브/06_all in/2021-07-11_몰입.md
294,all in,2021-07-12,끝,4327,0,0,,https://blog.naver.com/pillion21/222429256925,아카이브/06_all in/2021-07-12_끝.md
295,매매일지,2007-10-04,10월 4일.. 출발이다...,441,0,0,,https://blog.naver.com/pillion21/120043125263,아카이브/07_매매일지/2007-10-04_10월 4일.. 출발이다.md
296,매매일지,2007-10-08,10월 8일,1054,1,1,,https://blog.naver.com/pillion21/120043246942,아카이브/07_매매일지/2007-10-08_10월 8일.md
297,매매일지,2007-10-09,10월 9일,774,1,1,,https://blog.naver.com/pillion21/120043275685,아카이브/07_매매일지/2007-10-09_10월 9일.md
298,매매일지,2007-10-10,10월 10일,1043,1,1,,https://blog.naver.com/pillion21/120043305541,아카이브/07_매매일지/2007-10-10_10월 10일.md
299,매매일지,2007-10-11,10월 11일,1410,1,1,,https://blog.naver.com/pillion21/120043338129,아카이브/07_매매일지/2007-10-11_10월 11일.md
300,매매일지,2007-10-12,10월 11일,253,1,1,,https://blog.naver.com/pillion21/120043368611,아카이브/07_매매일지/2007-10-12_10월 11일.md
301,매매일지,2007-10-15,10월 15일,692,1,1,,https://blog.naver.com/pillion21/120043473379,아카이브/07_매매일지/2007-10-15_10월 15일.md
302,매매일지,2007-10-16,10월 16일,1080,1,1,,https://blog.naver.com/pillion21/120043507028,아카이브/07_매매일지/2007-10-16_10월 16일.md
303,매매일지,2007-10-17,10월 16일,602,1,1,,https://blog.naver.com/pillion21/120043539025,아카이브/07_매매일지/2007-10-17_10월 16일.md
304,매매일지,2007-10-18,10월 18일,222,1,1,,https://blog.naver.com/pillion21/120043575572,아카이브/07_매매일지/2007-10-18_10월 18일.md
305,매매일지,2007-10-22,會當凌絶頂 一覽衆山小 10/22일,332,0,0,,https://blog.naver.com/pillion21/120043713341,아카이브/07_매매일지/2007-10-22_會當凌絶頂 一覽衆山小 10_22일.md
306,매매일지,2007-10-22,會當凌絶頂 一覽衆山小 10/19일,308,1,0,,https://blog.naver.com/pillion21/120043713319,아카이브/07_매매일지/2007-10-22_會當凌絶頂 一覽衆山小 10_19일.md
307,매매일지,2007-10-23,10월 23일,441,0,1,,https://blog.naver.com/pillion21/120043753787,아카이브/07_매매일지/2007-10-23_10월 23일.md
308,매매일지,2007-10-24,10월 24일,359,0,1,,https://blog.naver.com/pillion21/120043786153,아카이브/07_매매일지/2007-10-24_10월 24일.md
309,매매일지,2007-10-29,10월 29일,265,0,1,,https://blog.naver.com/pillion21/120043968838,아카이브/07_매매일지/2007-10-29_10월 29일.md
310,매매일지,2007-11-06,會當凌絶頂 一覽衆山小 11/6,1231,0,1,,https://blog.naver.com/pillion21/120044257770,아카이브/07_매매일지/2007-11-06_會當凌絶頂 一覽衆山小 11_6.md
311,매매일지,2007-11-08,會當凌絶頂 一覽衆山小 11/8,880,0,1,,https://blog.naver.com/pillion21/120044331158,아카이브/07_매매일지/2007-11-08_會當凌絶頂 一覽衆山小 11_8.md
312,매매일지,2007-11-14,會當凌絶頂 一覽衆山小 11/14,943,0,1,,https://blog.naver.com/pillion21/120044560451,아카이브/07_매매일지/2007-11-14_會當凌絶頂 一覽衆山小 11_14.md
313,매매일지,2007-11-15,會當凌絶頂 一覽衆山小 11/15,917,0,1,,https://blog.naver.com/pillion21/120044604482,아카이브/07_매매일지/2007-11-15_會當凌絶頂 一覽衆山小 11_15.md
314,매매일지,2007-11-19,11월 19일,0,1,0,,https://blog.naver.com/pillion21/120044749012,아카이브/07_매매일지/2007-11-19_11월 19일.md
